name,width,height,result
350034311.png,519,684,1
370501242.png,661,787,1
330004051.png,447,555,1
320003831.png,426,593,0
371014042.png,374,450,0
320002681.png,349,477,1
370913031.png,334,428,0
320010331.png,234,313,1
330002622.png,371,529,0
3200021093.png,360,492,0
370314182.png,275,314,0
340004161.png,425,535,1
330002152.png,382,538,0
320002381.png,367,508,1
350034301.png,514,677,1
320007271.png,237,320,1
350001013.png,539,707,0
340024131.png,591,709,1
370701122.png,409,473,0
360011241.png,268,363,1
360005411.png,508,664,1
370717152.png,282,357,1
371301082.png,387,465,1
360002092.png,583,784,0
3200011042.png,95,120,0
310012191.png,396,549,0
370311202.png,441,551,1
370910022.png,406,488,1
370710072.png,343,388,0
360008601.png,268,363,1
370505091.png,304,392,0
320014362.png,236,330,1
340008251.png,482,634,0
370912041.png,111,141,1
320006111.png,342,453,1
371004011.png,329,430,0
350002032.png,207,268,1
360006201.png,270,365,0
371009022.png,558,752,1
310011262.png,340,457,0
320013453.png,354,496,1
360011291.png,268,363,1
3200011011.png,98,119,1
350034021.png,549,701,1
370911072.png,327,418,0
370503071.png,251,340,0
360025121.png,268,359,1
370517123.png,411,558,0
370706051.png,378,476,1
360012741.png,476,571,1
370727021.png,380,479,1
371003021.png,350,450,0
350034361.png,523,681,1
370509101.png,402,531,0
370507081.png,579,768,1
310012381.png,403,536,1
310002192.png,441,550,0
370405021.png,299,381,1
350028141.png,203,278,0
330001502.png,260,319,1
370101122.png,354,458,0
370407041.png,70,88,0
370608182.png,262,313,1
340020052.png,349,564,0
370612202.png,513,624,0
340001071.png,482,634,0
370807112.png,652,907,1
371205122.png,419,477,0
350033382.png,203,277,1
320001902.png,92,114,0
360005263.png,508,690,0
370218043.png,457,710,0
370513012.png,252,346,1
370321101.png,91,114,0
330003202.png,476,591,0
370301271.png,459,658,0
370403201.png,414,590,0
310004214.png,319,430,1
360024062.png,505,606,1
310006111.png,396,519,0
330004202.png,418,520,1
310008161.png,331,449,1
370306052.png,441,551,1
310003192.png,401,533,0
370412122.png,363,517,1
360005641.png,508,685,1
370301042.png,438,627,0
350003112.png,774,1007,1
360034083.png,396,480,0
350023012.png,160,241,1
350026083.png,160,223,0
370802174.png,460,558,0
330009221.png,370,460,1
370325042.png,441,551,1
370705303.png,332,394,1
370608031.png,276,328,0
371009082.png,628,762,1
370912011.png,111,143,1
360005041.png,768,995,1
340028211.png,403,512,1
360021082.png,358,405,1
370717062.png,268,347,0
340004152.png,378,476,1
350029031.png,203,277,1
320001751.png,93,121,0
370709141.png,383,433,0
370502131.png,316,395,0
371207021.png,423,482,1
370311221.png,441,551,1
370320072.png,441,551,0
350012192.png,527,720,1
370609142.png,249,301,0
350037062.png,203,277,1
320006312.png,363,528,1
330011191.png,467,579,0
360009421.png,268,363,1
371402091.png,317,432,0
320009081.png,368,544,0
310004022.png,296,506,1
340011131.png,537,726,0
310007131.png,398,520,1
350032341.png,203,278,0
360013076.png,452,593,0
370605121.png,493,589,1
370612173.png,522,634,1
370726043.png,392,491,1
320010231.png,234,332,1
370602101.png,260,317,1
371401092.png,336,435,0
370403162.png,472,691,1
310003061.png,408,541,0
370713021.png,386,487,1
320023072.png,236,317,1
310006042.png,354,470,1
370614212.png,242,300,0
350006162.png,249,360,0
370321141.png,91,114,0
340027271.png,591,709,1
340004081.png,397,500,0
310003151.png,375,500,0
350028142.png,203,278,1
370702072.png,387,488,1
320019021.png,139,190,1
370304071.png,441,551,1
370611082.png,235,284,0
320017162.png,115,153,0
310006171.png,357,475,0
320003821.png,366,508,1
320021082.png,236,326,1
370312133.png,441,551,1
370218072.png,457,710,0
350002202.png,207,268,0
340018152.png,436,583,0
370317031.png,441,551,1
370302043.png,441,551,0
330011121.png,458,570,0
340007011.png,413,531,1
370303011.png,441,551,0
371301451.png,484,635,0
370515061.png,300,375,1
330002523.png,370,525,0
350031341.png,411,523,1
340009104.png,236,330,1
370401103.png,413,551,0
360024171.png,557,668,1
370110091.png,273,378,0
370901191.png,314,392,1
350011091.png,160,223,0
340027322.png,591,709,1
370614152.png,242,305,1
340008332.png,482,634,1
370302111.png,441,551,1
370326111.png,91,114,0
370310401.png,390,543,0
371001332.png,357,392,1
360014231.png,521,701,1
360006052.png,268,363,0
370901112.png,393,522,0
370712081.png,277,404,1
350030082.png,200,276,0
350001121.png,531,709,1
370601181.png,252,327,1
370326142.png,91,114,0
340021043.png,259,346,1
330002392.png,396,559,1
320001961.png,86,123,1
350032343.png,203,278,1
330004323.png,454,565,0
330001601.png,261,318,1
370301431.png,452,647,1
360008631.png,268,363,1
320003861.png,426,593,1
370303212.png,441,551,1
320012142.png,360,364,1
320013072.png,354,496,0
320007281.png,236,320,0
320005761.png,318,430,1
360028061.png,434,592,1
320004392.png,471,603,1
360021101.png,461,522,0
370503091.png,250,336,0
350001012.png,531,718,0
370903051.png,414,461,1
370605191.png,499,610,0
380201021.png,363,476,1
320003271.png,427,593,1
371301311.png,485,584,1
371402452.png,329,444,1
330001391.png,260,313,1
370201202.png,392,545,1
370609072.png,249,301,1
330011221.png,446,553,0
310009114.png,354,472,0
360037041.png,762,922,0
320002052.png,369,511,0
330012101.png,413,513,1
330004371.png,442,549,1
330001372.png,260,330,1
350021142.png,803,1017,0
370602061.png,250,299,1
330011161.png,457,568,0
340012161.png,531,709,1
330011022.png,500,621,0
370402162.png,401,538,1
370702142.png,353,444,1
320009142.png,321,484,0
310002105.png,438,536,0
370801342.png,406,500,0
340020081.png,346,567,1
330010011.png,366,530,0
360013113.png,449,588,1
370605181.png,535,654,1
370412082.png,404,596,0
370506101.png,391,521,1
370503231.png,235,292,1
370702062.png,356,449,1
360015162.png,277,381,0
370731012.png,356,462,0
310010301.png,331,449,0
370323041.png,346,494,1
310011511.png,339,457,1
370802222.png,469,550,0
320001501.png,90,121,1
370303241.png,441,551,0
330002202.png,378,534,0
360006322.png,270,365,0
350018011.png,203,277,1
370401192.png,413,551,0
340022042.png,259,346,0
380201092.png,366,486,1
370403211.png,473,570,1
310012422.png,403,536,1
320012221.png,420,424,1
370503221.png,249,330,1
350001071.png,534,702,1
330002183.png,407,573,0
360006111.png,268,363,1
370101273.png,354,467,1
370706061.png,356,446,0
370901431.png,388,543,1
350034192.png,530,674,0
320021031.png,236,317,1
370218012.png,457,708,0
370615161.png,234,307,1
320006391.png,329,479,0
370608141.png,253,300,1
370319021.png,91,114,1
310008021.png,331,449,0
330009182.png,385,477,1
370516091.png,252,346,1
360007131.png,268,363,1
320004432.png,474,629,1
330012141.png,484,605,0
370101071.png,354,465,1
370324011.png,441,551,1
371203031.png,423,482,1
350029142.png,203,277,0
360001063.png,268,363,0
371303122.png,507,651,0
370504162.png,509,712,1
340003081.png,442,591,1
360012171.png,427,546,1
360012531.png,379,472,1
330011042.png,445,553,1
360032021.png,761,922,1
360027032.png,436,592,1
370906141.png,214,283,0
370323132.png,99,144,0
360037022.png,400,486,1
330001482.png,260,319,0
350037293.png,203,278,0
340004092.png,392,494,1
350034131.png,537,717,0
330001312.png,261,319,0
360011131.png,268,363,0
370606071.png,247,299,1
370407081.png,200,261,1
370710051.png,332,375,1
330002411.png,398,564,0
380202022.png,358,476,1
370701283.png,366,422,0
320015111.png,236,300,0
370503111.png,269,360,1
310005273.png,353,470,0
370701531.png,401,464,0
350012021.png,556,715,1
370312081.png,441,551,1
371014032.png,380,442,0
370728061.png,385,435,1
370301411.png,450,646,0
370721061.png,163,225,1
3200011102.png,103,125,1
340018082.png,457,575,1
350034071.png,560,715,1
370505041.png,295,381,1
370605061.png,511,622,0
360011221.png,268,363,1
320029021.png,271,365,0
340011141.png,555,767,1
370719101.png,473,389,0
370501361.png,661,787,1
330002662.png,375,530,1
350012052.png,507,725,0
360005331.png,508,699,1
370505161.png,295,389,1
370612142.png,544,664,1
320026022.png,214,273,0
320013351.png,354,496,1
370510082.png,461,650,0
371201251.png,260,302,0
340023012.png,427,574,0
371201213.png,259,302,1
340008252.png,482,634,0
360003123.png,85,106,0
370502032.png,316,395,0
360007202.png,268,363,0
370604081.png,396,513,0
370701133.png,370,426,1
310012411.png,403,536,1
3200021121.png,353,486,0
370324091.png,441,551,0
370810112.png,500,700,0
350035271.png,526,649,1
370728051.png,390,442,0
370301291.png,470,681,1
370306191.png,441,551,1
310004351.png,334,450,0
370901361.png,443,399,1
350001031.png,531,703,0
370321042.png,91,114,0
320002032.png,371,512,1
340005162.png,199,278,0
340025121.png,351,470,1
371302113.png,480,590,0
340005321.png,551,696,1
340018052.png,469,587,1
310011451.png,350,472,1
330012142.png,440,547,1
370507173.png,579,768,0
310001011.png,410,544,0
310012273.png,412,558,0
370310371.png,390,543,1
310008011.png,331,449,0
360020171.png,508,695,1
370501032.png,661,787,0
360007021.png,268,363,0
340008031.png,482,634,1
360017122.png,248,329,0
350036081.png,532,676,0
370701791.png,368,423,1
370905032.png,256,337,1
371003031.png,350,450,0
310002142.png,441,551,0
340019053.png,334,545,0
370602231.png,254,303,1
350032142.png,203,277,1
370512092.png,303,406,1
371001231.png,357,391,0
370315131.png,441,551,1
370310291.png,390,543,0
330010441.png,356,525,0
370507143.png,579,768,0
370909052.png,360,414,1
370218071.png,457,709,1
360005681.png,508,702,1
380101011.png,390,584,1
3200011031.png,90,121,0
320007351.png,237,319,1
370303222.png,441,551,0
320003631.png,427,593,1
371205221.png,431,524,1
371203051.png,413,481,0
350034401.png,504,686,1
370607161.png,247,298,0
370101201.png,354,493,1
330002201.png,378,526,1
370310353.png,390,543,0
370618084.png,280,349,0
350033221.png,203,278,1
310004111.png,340,411,1
340024023.png,591,709,1
320003091.png,427,593,1
370403171.png,519,562,1
380105011.png,390,558,1
370804081.png,652,988,0
320005723.png,322,375,0
320013032.png,354,496,1
340003213.png,429,591,0
320002773.png,339,468,0
320002523.png,341,466,0
330004281.png,446,550,0
350010075.png,207,268,0
370712013.png,415,495,0
310010303.png,331,449,1
340018081.png,460,585,0
3200011243.png,99,118,1
340009302.png,236,330,0
350015133.png,531,703,1
320002101.png,369,506,0
330001321.png,261,319,0
370402051.png,444,571,1
370310203.png,390,543,1
360006243.png,268,363,0
340012021.png,531,709,1
370105201.png,412,546,0
370713071.png,390,490,1
340018041.png,452,561,0
370317242.png,425,551,0
370315181.png,441,551,1
370618093.png,280,349,1
370323122.png,96,148,0
320003354.png,427,593,0
320008041.png,408,564,1
370901131.png,389,524,1
340005251.png,546,769,1
320005532.png,318,430,0
330003171.png,467,581,1
320003361.png,427,593,1
310011321.png,340,457,1
330001741.png,261,319,1
371001091.png,358,392,0
371010051.png,360,456,0
370406072.png,107,143,1
340028082.png,427,543,0
350035291.png,504,656,1
370710101.png,352,398,1
310001041.png,440,584,1
360005701.png,508,679,1
350035451.png,508,674,1
370513122.png,252,346,1
320003841.png,426,593,1
310009041.png,354,472,0
320008102.png,408,588,0
360035101.png,330,463,1
370413151.png,413,551,0
320011171.png,236,330,0
370806091.png,730,927,1
360002311.png,426,544,1
370516071.png,252,346,0
370320271.png,441,551,1
370807113.png,662,891,0
370803101.png,464,570,0
350032201.png,203,278,0
370603162.png,520,638,0
370311101.png,441,551,1
360029092.png,436,592,0
330012222.png,428,532,1
370728062.png,385,436,0
320005023.png,298,358,0
3200011151.png,90,120,1
350007041.png,203,278,0
370314091.png,551,630,1
320013171.png,354,496,1
370403122.png,401,525,1
340010021.png,365,457,1
370323082.png,346,494,1
320025061.png,112,134,0
360010071.png,474,606,1
370310071.png,390,543,0
380201041.png,333,438,1
370401031.png,413,551,1
310011141.png,340,448,0
360020071.png,508,711,1
370806062.png,774,918,0
320007231.png,236,320,1
371402151.png,323,448,0
360002081.png,554,764,0
370807061.png,765,900,1
320003722.png,427,593,1
360009371.png,268,363,0
370618082.png,282,351,0
370310091.png,390,543,1
371207051.png,436,497,1
370324012.png,441,551,0
360013142.png,442,567,1
360014151.png,508,681,1
330001422.png,260,307,0
330004021.png,500,620,1
340026052.png,215,289,0
370316222.png,441,551,0
370515081.png,301,372,1
340018131.png,402,548,0
310002362.png,438,547,1
360006242.png,268,363,0
360004161.png,508,653,0
360005441.png,579,737,1
370512101.png,300,388,1
370306031.png,441,551,1
371206181.png,260,302,1
360013202.png,477,610,1
310002232.png,396,496,0
340014011.png,592,791,1
371004082.png,383,487,0
310004216.png,295,400,0
320001021.png,94,117,1
350002201.png,207,268,1
320003181.png,427,593,0
340006223.png,413,531,0
320016111.png,236,317,0
360031103.png,508,682,1
320021111.png,236,306,1
370517051.png,478,615,1
320013391.png,354,496,1
380201062.png,322,427,0
350001111.png,531,700,1
370314221.png,275,314,1
350035341.png,528,678,1
330008251.png,416,517,1
350035311.png,500,670,0
370109042.png,354,435,1
360004352.png,508,691,0
360015011.png,277,370,1
320006621.png,361,526,1
370411131.png,200,300,1
340008411.png,482,634,0
360008051.png,268,363,0
310002321.png,441,551,1
370301312.png,448,643,1
370802011.png,460,611,1
370907064.png,271,349,0
330004291.png,376,466,1
370503242.png,253,341,1
350001161.png,531,694,1
350018041.png,203,278,1
330012111.png,462,574,1
360003321.png,91,95,0
360006143.png,268,363,0
370101091.png,354,458,1
350036092.png,553,698,0
370201051.png,416,562,1
370303301.png,441,551,1
370503143.png,247,327,0
320016071.png,236,317,1
370910131.png,413,488,0
371301042.png,455,548,1
350010011.png,207,268,0
320002561.png,341,466,1
370317151.png,448,551,1
3200011241.png,95,122,0
320001242.png,90,123,0
320001591.png,96,117,1
360014131.png,759,1005,0
370603231.png,558,683,1
371206213.png,260,302,1
370319091.png,91,114,0
370709131.png,435,526,0
371202042.png,406,463,0
360010021.png,459,563,1
370320042.png,441,551,0
350034312.png,527,683,0
350013081.png,233,331,1
350013051.png,234,315,0
310012331.png,424,545,1
350034203.png,514,681,0
370310242.png,390,543,1
320004612.png,499,652,1
370103011.png,283,377,1
330009021.png,370,460,0
371301071.png,405,487,1
330002191.png,382,540,0
330001731.png,261,309,1
370311231.png,441,551,1
3200011081.png,93,115,1
370302012.png,441,551,1
340006291.png,413,531,0
310002241.png,440,551,0
330010151.png,345,430,0
370320171.png,441,551,1
370808181.png,510,658,1
310005031.png,379,502,0
330012213.png,421,522,0
370407051.png,68,83,1
340009223.png,236,330,0
370409131.png,219,300,1
370301082.png,450,645,0
370726091.png,385,469,0
360013131.png,492,640,1
371201061.png,260,302,1
330001122.png,261,319,0
340028242.png,403,512,1
320006501.png,329,477,1
370310241.png,390,543,0
370312072.png,441,551,0
350010032.png,207,268,0
320002022.png,363,502,0
340003131.png,426,591,0
350009051.png,207,268,1
330009133.png,454,560,0
371203121.png,441,502,1
360004074.png,508,715,0
370311031.png,441,551,1
370410021.png,477,627,0
360016071.png,100,124,1
330001542.png,260,294,1
340010071.png,358,463,0
370806101.png,804,923,1
320011421.png,236,330,1
371007051.png,350,450,1
370801383.png,405,517,0
370512022.png,313,448,0
340014041.png,598,798,1
370708101.png,405,459,0
370502091.png,316,395,1
350015012.png,496,699,1
370913011.png,337,422,0
360012081.png,512,704,0
340024111.png,591,709,1
320002321.png,341,466,0
370319081.png,91,114,1
370907111.png,283,366,0
350033304.png,203,278,1
320011121.png,236,330,1
370504091.png,509,704,0
371016011.png,612,799,0
370506261.png,391,521,0
320006222.png,316,461,0
320025102.png,97,117,0
370507101.png,579,768,0
370405061.png,307,384,0
360012401.png,500,688,1
340022051.png,259,346,1
370501181.png,661,787,0
371302421.png,470,605,1
360011012.png,268,363,0
370407031.png,215,266,0
320009041.png,373,552,0
370716072.png,216,291,1
350007082.png,203,277,1
320022041.png,236,291,1
310011482.png,339,457,1
350033161.png,203,277,1
360030072.png,390,579,0
360005171.png,508,699,0
330001021.png,261,319,0
320002961.png,343,473,1
380204011.png,358,481,1
350011041.png,160,224,0
350014061.png,536,685,0
370716112.png,232,286,1
330009232.png,400,497,1
370715071.png,451,568,0
370310372.png,390,543,0
370502052.png,316,395,0
370701761.png,383,442,1
340002042.png,398,505,0
330009291.png,417,518,0
370306091.png,441,551,1
371201101.png,260,302,1
320017072.png,118,151,1
370326122.png,91,114,0
370301112.png,465,667,0
360010081.png,370,462,1
370616082.png,268,323,0
371301362.png,416,500,0
370605041.png,530,645,1
320005613.png,322,375,0
370401252.png,413,551,0
310005121.png,357,475,0
360004372.png,508,706,0
360024031.png,517,620,1
320023051.png,236,313,1
320027041.png,236,317,1
320006102.png,368,534,0
340028151.png,415,527,1
3200021001.png,353,482,1
360008241.png,268,363,0
340009253.png,236,330,0
370401311.png,413,551,0
370201102.png,410,573,0
360019111.png,813,988,0
320001262.png,90,125,1
360001161.png,268,363,1
310007241.png,363,484,1
360018012.png,496,647,0
360012351.png,415,529,0
320001761.png,88,121,1
370802193.png,459,541,0
360027061.png,435,577,0
370404192.png,70,99,1
370512121.png,301,414,0
370306161.png,441,551,1
370501212.png,661,787,1
360003061.png,86,97,1
370306062.png,441,551,0
370506091.png,376,506,1
340010031.png,353,467,1
350001141.png,533,709,0
370907131.png,284,395,1
320006251.png,324,471,0
370310281.png,390,543,0
310012203.png,388,538,0
340025061.png,367,458,1
371002071.png,647,865,1
320013142.png,354,496,0
360031184.png,654,880,0
370905021.png,253,311,1
360011161.png,268,363,1
371204261.png,260,302,0
320005591.png,318,430,0
371204262.png,259,302,1
371201112.png,260,302,1
350006061.png,243,341,1
370613051.png,268,314,1
330002771.png,408,581,0
370802042.png,423,562,1
360008252.png,268,363,0
320001442.png,95,122,1
370703212.png,406,458,1
310005313.png,396,526,1
370301101.png,468,670,0
371201192.png,260,302,1
3200021172.png,351,485,0
320014031.png,236,330,0
320001721.png,93,118,1
340019131.png,343,560,0
360008401.png,268,363,1
330001412.png,260,298,0
330001451.png,265,321,1
350035481.png,521,687,1
370105172.png,439,575,1
370409021.png,162,243,1
370903081.png,414,461,1
340012012.png,424,540,1
320001272.png,95,123,1
350018072.png,203,277,0
371013051.png,350,450,1
370509051.png,427,580,1
340010211.png,359,462,1
310008231.png,331,449,1
370301321.png,451,647,0
330011083.png,506,628,0
360030111.png,378,547,0
370501322.png,661,787,0
370409102.png,222,295,1
370602121.png,273,329,1
370303171.png,441,551,1
350018151.png,203,278,1
370406202.png,101,131,1
320002241.png,371,512,1
370503041.png,243,322,1
350033311.png,203,278,0
371301083.png,472,578,0
340011231.png,612,769,0
320009202.png,311,467,0
370602071.png,261,319,1
350015182.png,577,721,1
370404172.png,70,96,0
340027221.png,591,709,1
360020012.png,508,684,0
370303042.png,441,551,0
350029132.png,203,277,1
370504181.png,338,478,1
360002162.png,585,760,0
340009132.png,236,330,1
370302052.png,441,551,1
320004261.png,489,658,1
340010051.png,351,468,1
370709072.png,359,404,1
370601042.png,249,326,0
320003832.png,426,593,1
371001023.png,356,392,0
370306011.png,441,551,0
370412064.png,366,503,0
371001433.png,356,391,0
340008112.png,482,634,1
370317061.png,430,551,1
370320181.png,441,551,1
320007352.png,238,320,0
370103092.png,283,377,1
350016103.png,257,323,0
330004161.png,407,505,0
360030152.png,410,527,0
370720041.png,426,568,1
370701272.png,403,469,0
371204031.png,260,302,1
360002152.png,534,731,0
370308161.png,441,551,1
350007061.png,203,278,1
370301421.png,477,684,1
370705032.png,369,439,1
371204241.png,260,302,0
320022031.png,236,330,1
370501071.png,661,787,1
380101041.png,390,532,1
371402451.png,324,453,0
370505162.png,279,383,0
371001042.png,356,392,1
350007211.png,203,278,0
371001153.png,357,392,0
370811081.png,728,960,1
371401121.png,322,449,1
350032421.png,203,278,0
340002142.png,411,521,1
340002111.png,397,500,1
340027172.png,591,709,0
310003262.png,387,516,0
310003222.png,367,490,1
310011102.png,397,531,1
360011301.png,268,363,0
370109081.png,354,468,1
370503112.png,247,327,0
330004171.png,455,565,0
370301412.png,490,713,1
340006082.png,413,531,0
370201011.png,414,538,1
370801182.png,414,515,0
310004332.png,404,553,1
370601033.png,248,327,1
320023032.png,236,325,1
371201141.png,260,302,1
360012731.png,379,471,1
370607032.png,239,289,0
350005062.png,475,537,0
340023152.png,220,288,1
340011211.png,577,755,1
360024081.png,505,606,1
320011271.png,236,330,0
330004181.png,442,549,1
371007072.png,350,450,0
340009221.png,236,330,1
370709071.png,362,408,0
370809052.png,822,941,0
370304031.png,441,551,0
310001093.png,394,523,0
320014312.png,236,330,0
370315111.png,441,551,1
340016161.png,329,460,0
320017152.png,118,151,1
320010151.png,234,300,1
371001092.png,358,391,1
360013101.png,468,598,1
370408152.png,545,627,1
370201022.png,399,566,0
370511173.png,328,448,0
370413082.png,413,551,0
330011172.png,477,594,0
320004461.png,478,635,1
340024052.png,591,709,1
370507122.png,579,768,1
360002172.png,558,736,1
320003152.png,427,593,1
340008032.png,482,634,0
360009571.png,268,363,1
370301381.png,466,669,0
370103112.png,283,377,1
370601013.png,344,470,1
371401073.png,333,458,1
360002331.png,391,500,1
360034041.png,380,460,1
370615171.png,255,307,1
371004061.png,379,517,1
320023081.png,236,325,1
370316142.png,441,551,1
320001412.png,97,122,0
320023091.png,236,317,1
370320211.png,441,551,1
370811041.png,643,859,1
360005011.png,783,1015,1
320013361.png,354,496,1
350005042.png,433,499,1
340006333.png,413,531,0
320012201.png,403,407,1
320010361.png,234,306,1
310010111.png,331,449,0
360033073.png,160,227,0
340027061.png,591,709,1
350005022.png,467,536,1
370611041.png,247,299,1
370302241.png,441,551,0
320028091.png,236,319,1
350012031.png,536,740,0
371204201.png,260,302,0
330012081.png,441,547,1
370302112.png,441,551,0
370413141.png,413,551,0
340026061.png,224,277,0
350013071.png,234,314,1
370701622.png,352,406,1
330001062.png,261,319,0
370804141.png,642,849,0
340007142.png,413,531,0
350034221.png,549,702,0
350009092.png,207,268,0
371401381.png,327,452,1
320002151.png,341,466,1
350032271.png,203,278,1
340006161.png,413,531,1
330009162.png,454,569,1
350034271.png,519,672,1
330003021.png,494,621,1
330012191.png,440,547,1
320005301.png,298,358,1
320012171.png,409,413,0
330008131.png,406,504,1
320007421.png,237,320,1
370709132.png,364,412,1
360001172.png,268,363,1
310012291.png,411,559,0
370401302.png,413,551,1
370803152.png,479,582,0
340023092.png,464,562,1
370714101.png,416,511,0
370502111.png,316,395,1
350032061.png,203,278,1
340022122.png,259,346,1
370712141.png,280,354,1
370109033.png,354,509,1
370609081.png,238,289,1
370701371.png,368,425,0
360026132.png,472,565,0
370303172.png,441,551,0
371202123.png,399,455,0
320009051.png,352,530,1
370801173.png,409,525,0
370503131.png,251,334,1
371009092.png,600,749,0
370608171.png,271,322,1
371015041.png,354,418,0
340027343.png,472,591,0
370317042.png,441,551,1
370730041.png,271,403,0
370410121.png,491,614,1
320010273.png,234,307,0
330012113.png,428,532,0
370103091.png,283,377,0
320025103.png,99,122,0
360008611.png,268,363,1
370313033.png,441,551,0
380102053.png,390,555,1
350032171.png,203,278,0
370614202.png,247,308,1
360013031.png,470,602,0
370726101.png,371,452,0
310006062.png,354,470,0
320014211.png,236,330,1
370604041.png,250,329,1
370812022.png,673,806,0
371402154.png,322,449,0
320013381.png,354,496,1
360008571.png,268,363,1
370301712.png,465,668,0
360029121.png,435,592,1
320001701.png,90,125,1
370732063.png,200,260,0
340021031.png,259,346,0
370326112.png,91,114,1
370504031.png,338,487,0
371302161.png,455,543,0
310010171.png,331,449,1
370502022.png,316,395,1
370903122.png,414,461,1
340007102.png,413,531,0
370507151.png,579,768,1
370711011.png,371,419,1
371301212.png,402,484,0
330012052.png,403,499,1
320001341.png,87,120,1
320014281.png,236,330,1
370412061.png,356,497,0
350034332.png,540,695,1
370715063.png,276,347,0
370303054.png,441,551,0
370411112.png,210,288,1
370804041.png,694,837,1
340015141.png,615,757,1
371401021.png,316,451,1
360024122.png,505,606,0
371201142.png,260,306,0
371016042.png,581,751,0
370517161.png,426,588,1
360015101.png,276,329,1
330004282.png,476,591,0
370103192.png,283,377,1
350029052.png,203,277,0
350018102.png,203,277,1
370319121.png,91,114,0
360011251.png,268,363,1
370103122.png,283,377,0
340021051.png,259,346,1
371207152.png,427,487,1
360002122.png,571,746,1
370404012.png,71,95,0
360009151.png,268,363,1
320027131.png,236,290,0
340008292.png,482,634,0
370501201.png,661,787,0
370717023.png,268,347,0
371203023.png,440,502,1
370310302.png,390,543,1
371002031.png,661,892,0
370402081.png,400,522,1
320001083.png,97,119,0
360012622.png,408,520,1
320007031.png,238,320,0
360008431.png,268,363,1
320013383.png,354,496,0
370301311.png,467,669,0
340021061.png,259,346,0
340009352.png,236,330,0
370322141.png,441,551,1
350011051.png,160,218,1
330002032.png,395,558,0
310006101.png,406,535,1
360013201.png,459,586,0
320004331.png,464,648,1
360013161.png,439,562,1
350034181.png,533,672,1
370804202.png,689,965,0
370402301.png,415,513,1
360008552.png,268,363,0
370604131.png,251,323,1
320005062.png,482,687,0
340014101.png,595,818,1
340005161.png,204,273,1
320006521.png,347,501,1
370517174.png,414,577,1
371001172.png,357,392,0
370803201.png,460,591,1
370312221.png,441,551,1
370404233.png,70,89,0
370607101.png,244,295,1
370611111.png,251,303,1
360026042.png,472,560,1
360003331.png,90,93,0
370901332.png,396,531,0
330002421.png,387,543,1
350036091.png,531,671,1
310001012.png,418,554,1
370301392.png,463,663,0
320008023.png,396,570,0
370310392.png,390,543,0
350033211.png,203,278,1
320001882.png,95,123,1
370726031.png,384,481,0
370605221.png,464,554,1
370711021.png,347,392,1
370715041.png,480,596,1
340009151.png,236,330,1
320007011.png,237,320,1
310003091.png,358,476,1
340021072.png,259,346,1
320001511.png,96,116,1
340003191.png,439,591,0
330004032.png,473,588,1
340004212.png,419,528,1
310007231.png,349,464,0
370409081.png,220,332,1
370705082.png,417,497,0
370310382.png,390,543,0
320011272.png,236,330,1
370610161.png,261,308,1
320010401.png,234,309,1
370605081.png,521,631,0
320003291.png,427,593,1
370308111.png,441,551,1
310002381.png,441,551,1
370806021.png,780,938,1
310011472.png,339,457,0
370408063.png,378,461,0
340005164.png,204,283,0
320006602.png,328,435,1
320006622.png,338,492,0
350018022.png,203,278,0
370517072.png,502,555,1
370605282.png,463,552,1
370614211.png,251,305,1
370913033.png,339,456,1
370613181.png,266,325,1
370101181.png,354,502,1
370608091.png,256,306,1
320003812.png,427,593,0
371004012.png,277,358,1
310004313.png,357,472,0
320009131.png,354,534,1
3200021033.png,358,493,0
310005011.png,400,532,1
320025082.png,98,121,1
370615132.png,234,308,1
370907141.png,284,381,0
370610131.png,250,291,1
350034061.png,506,675,0
360008321.png,268,363,0
320007091.png,236,319,0
330008372.png,454,564,1
370301671.png,469,673,1
320001281.png,91,120,0
350035012.png,506,700,1
350012012.png,553,713,1
370316042.png,441,551,0
370312211.png,441,551,0
340006133.png,413,531,0
360009431.png,268,363,1
370902011.png,285,362,0
350005201.png,481,554,0
360012632.png,426,545,0
350035512.png,506,708,0
330001421.png,260,314,1
370409101.png,220,310,0
370317091.png,437,551,1
360006231.png,268,363,0
310007201.png,395,526,1
360017152.png,249,329,1
350027043.png,203,278,0
370603182.png,544,662,0
310008121.png,331,449,1
310011281.png,340,457,1
320005122.png,508,687,0
370701341.png,374,431,1
370511111.png,334,436,0
370310161.png,390,543,0
370601012.png,249,319,0
371301202.png,435,523,0
370912051.png,112,138,0
330002492.png,395,555,0
370906032.png,225,299,0
370615033.png,233,306,0
350032072.png,203,277,0
370111061.png,354,455,1
360020062.png,508,733,1
340003071.png,442,591,0
370401313.png,413,551,1
360008472.png,268,363,0
350031312.png,409,517,1
360021041.png,353,398,0
371001291.png,356,391,0
370701391.png,387,446,1
350032371.png,203,278,0
310001071.png,432,573,1
370605111.png,537,657,1
370706032.png,387,486,0
360002132.png,532,712,1
330010093.png,369,525,0
371302231.png,473,575,0
370613101.png,268,315,0
370712072.png,276,400,0
370705231.png,380,452,0
370701441.png,397,457,1
350033291.png,203,278,1
370326172.png,91,114,1
370510011.png,461,650,0
371301072.png,416,500,0
350023092.png,180,295,0
340023123.png,435,536,0
370605152.png,458,549,1
