name,result
310011182.png,0
370903102.png,1
371204292.png,1
370724051.png,0
370712051.png,1
370519101.png,1
310011032.png,0
360006101.png,0
350032253.png,0
340027321.png,0
330004061.png,1
330008072.png,1
370308042.png,1
360008562.png,1
350005091.png,1
370201232.png,0
370612071.png,1
360012512.png,0
320009012.png,0
360020011.png,1
370325082.png,0
310012131.png,0
370701303.png,0
370307132.png,0
340007222.png,0
350009121.png,0
370812052.png,0
371203101.png,0
340008301.png,0
350018031.png,1
310009062.png,0
310004072.png,1
350032292.png,1
310001193.png,0
360003382.png,1
370803012.png,0
350033061.png,1
370301462.png,1
320001901.png,1
370315182.png,0
370316091.png,0
360012761.png,0
320012152.png,0
370302082.png,0
370907082.png,1
370401331.png,0
360013152.png,1
360005172.png,1
370507172.png,0
350036082.png,1
370301341.png,1
330008471.png,0
330009252.png,0
350037061.png,0
370302262.png,1
370305121.png,1
370103012.png,0
370323162.png,1
370804242.png,1
350010031.png,1
310003271.png,1
330002781.png,1
340010042.png,1
320003182.png,1
320011441.png,1
340017012.png,1
371202122.png,0
340028171.png,0
370401213.png,0
370501241.png,0
370802072.png,1
370805031.png,0
320003791.png,0
370801251.png,0
360008152.png,0
370615141.png,1
370308032.png,0
310005051.png,0
350003191.png,0
310011094.png,0
340019101.png,0
340020012.png,0
340024022.png,1
320002181.png,1
371401031.png,0
340018103.png,0
370725022.png,0
320013051.png,0
350032131.png,1
370601182.png,0
350037011.png,1
371015033.png,0
320017051.png,0
360001121.png,0
350035052.png,0
370614122.png,0
340024032.png,1
330004072.png,1
370701251.png,1
370303102.png,1
370711141.png,0
350021072.png,0
310011152.png,1
350037102.png,1
370519072.png,1
320025091.png,0
320002841.png,0
371401254.png,1
370901173.png,0
310008212.png,0
370303072.png,0
330001551.png,0
371205042.png,0
371301482.png,0
310012261.png,0
360012192.png,0
3200021152.png,0
360013231.png,0
370613113.png,0
370110071.png,1
320012151.png,1
320001551.png,1
371006032.png,0
340026023.png,1
370304022.png,0
360008231.png,1
340004062.png,0
360005601.png,1
350018131.png,0
370610221.png,0
370710032.png,0
360005021.png,1
360011261.png,0
350021012.png,0
371015031.png,0
360008632.png,0
350028062.png,0
370725033.png,0
350016042.png,1
360024102.png,0
310003301.png,1
360021011.png,0
371201252.png,1
370404131.png,1
360012681.png,0
320004521.png,0
370717091.png,1
360007122.png,1
370509012.png,0
370729021.png,0
371302381.png,0
370404042.png,0
320005541.png,0
350031272.png,1
370618101.png,1
360013082.png,1
340011091.png,1
371301522.png,0
370709041.png,1
320019071.png,0
370802171.png,1
360029091.png,1
360002241.png,1
371201173.png,1
310002041.png,0
360004073.png,0
310006231.png,1
370704052.png,1
370907011.png,1
330003022.png,0
360001012.png,1
360012462.png,1
370326161.png,1
360011292.png,0
370520042.png,1
370403101.png,1
350008101.png,1
380201052.png,0
360003221.png,0
370804052.png,0
370804051.png,1
310002021.png,1
360006051.png,0
310012021.png,1
350002122.png,1
360031182.png,0
371001301.png,0
310011441.png,1
371401113.png,0
310004411.png,0
370603172.png,0
360003121.png,1
370701533.png,0
340015111.png,1
340021041.png,0
310012192.png,1
320001731.png,0
371002012.png,1
370802161.png,0
370501252.png,0
320003641.png,0
370516131.png,1
370520021.png,1
370703182.png,1
360017162.png,1
370325122.png,1
370913021.png,0
320002171.png,0
360002061.png,0
350008091.png,1
320028062.png,1
371201151.png,1
330001702.png,1
371001461.png,1
360028082.png,1
350015221.png,0
320005221.png,0
340025062.png,0
370404162.png,1
370302221.png,0
330002031.png,1
350034132.png,1
360015054.png,1
370717021.png,0
330009132.png,0
310011251.png,1
371102131.png,1
370610152.png,0
350021111.png,1
370905052.png,0
371001422.png,1
370801312.png,0
371301452.png,1
340016163.png,0
380102082.png,0
3200021131.png,0
340024152.png,1
370302182.png,0
330010102.png,1
370704042.png,1
370306012.png,1
370323031.png,1
350012142.png,1
370407011.png,1
370612221.png,0
371207161.png,0
370321041.png,1
370304013.png,0
360002111.png,1
370311242.png,1
310005102.png,0
371302234.png,0
370326022.png,1
320005171.png,0
370602122.png,0
370412091.png,0
371201012.png,0
320016112.png,1
371101141.png,1
320016102.png,1
370109041.png,0
340007092.png,1
370606123.png,0
330004122.png,0
370604022.png,1
360011112.png,0
371402441.png,0
370606041.png,1
310012022.png,0
370727052.png,1
370911083.png,0
371207182.png,1
370613191.png,0
360022021.png,0
370714031.png,1
370317223.png,0
370801322.png,0
380102081.png,1
310005261.png,1
370907081.png,0
370411161.png,0
330001481.png,1
310012254.png,1
330002672.png,0
371101051.png,1
320001931.png,0
360009111.png,0
310006012.png,0
370805041.png,0
340027261.png,0
360029062.png,0
360012611.png,1
340005212.png,0
360009291.png,1
370314082.png,0
370704081.png,1
310009031.png,0
370708012.png,1
371013041.png,1
320021092.png,0
370410022.png,1
370719022.png,1
310009101.png,0
370708081.png,0
330008312.png,0
371101192.png,0
360008451.png,0
320011282.png,1
350034081.png,1
370307141.png,0
340027021.png,0
320014251.png,1
370902071.png,0
370704171.png,0
330011091.png,0
360008332.png,0
360009352.png,1
370607122.png,1
380104042.png,0
340021071.png,0
371401372.png,1
370725042.png,0
370607042.png,0
310007331.png,1
370401341.png,0
370413103.png,1
320010121.png,0
310010281.png,0
370703072.png,0
360006053.png,1
320027081.png,0
320013412.png,1
371101202.png,1
310010142.png,0
320004201.png,0
330010251.png,0
370811063.png,0
320002991.png,0
371203021.png,0
371301161.png,1
370610102.png,1
360006081.png,1
310005173.png,0
371401331.png,0
371204062.png,0
360019112.png,1
320001524.png,0
330010311.png,1
360005532.png,0
371010031.png,1
320011262.png,0
370314061.png,0
370802092.png,0
340006343.png,0
360008483.png,1
340010143.png,0
350003171.png,0
370509103.png,0
360004082.png,0
360004252.png,0
370901402.png,0
360013011.png,1
320002861.png,1
370615011.png,1
350011081.png,1
340004061.png,0
370201133.png,0
370911041.png,1
370520122.png,0
371001282.png,1
350015132.png,0
370401312.png,0
370316231.png,1
350010073.png,1
340015032.png,1
310004062.png,0
340005022.png,0
310005171.png,0
320003912.png,0
371001131.png,1
371205192.png,0
360005781.png,0
330001172.png,0
360005381.png,0
330002512.png,1
320010332.png,0
370310131.png,1
370727013.png,1
371303191.png,1
340027291.png,0
360035153.png,0
370724071.png,1
371201162.png,0
330010321.png,1
350035511.png,0
360004142.png,1
370501341.png,1
370801262.png,1
310004213.png,0
360018043.png,0
371016021.png,0
370111023.png,0
320025071.png,1
350014072.png,0
320002652.png,1
340014111.png,0
370617041.png,1
360030151.png,1
370513041.png,1
310002162.png,0
370411031.png,1
370603184.png,0
371301302.png,0
371004103.png,0
340007221.png,1
370805161.png,0
370801134.png,0
320002071.png,0
350027142.png,0
360006091.png,1
320024111.png,0
370313051.png,1
370520111.png,0
360013033.png,0
370301661.png,1
370323261.png,0
370701471.png,0
320006412.png,0
350019182.png,0
350012211.png,1
320015201.png,0
360005191.png,1
310004251.png,1
370807103.png,0
370317011.png,0
370402312.png,0
350033151.png,1
370307081.png,0
370320131.png,1
330012042.png,1
340009351.png,1
340019032.png,0
370503034.png,0
370906131.png,0
320027092.png,0
360012683.png,1
370402212.png,0
371004101.png,0
360004041.png,0
370303162.png,1
370604155.png,1
370901082.png,1
320003652.png,0
370501152.png,1
370603092.png,1
350035513.png,1
370519192.png,0
330008193.png,0
310004271.png,1
371204032.png,0
370707041.png,1
320026051.png,0
370502051.png,0
340009091.png,1
340023022.png,0
350015163.png,0
330001212.png,0
310005132.png,0
350003111.png,0
370902022.png,1
360003261.png,1
320002291.png,0
371102142.png,1
360004321.png,0
370612061.png,0
371301352.png,0
370609231.png,0
360023053.png,1
370309032.png,1
370103182.png,1
350017121.png,0
370405091.png,0
320024122.png,1
350037121.png,0
370601071.png,0
370613022.png,0
350015101.png,0
371016022.png,1
360009132.png,1
360011242.png,0
360012722.png,0
350027032.png,0
370722041.png,0
350021021.png,0
340001041.png,0
320013282.png,0
370601022.png,0
350002232.png,1
370308072.png,0
370805032.png,1
350016061.png,0
340004103.png,0
370407052.png,0
371101211.png,0
370710041.png,0
360008591.png,1
371301391.png,0
330004361.png,0
371007032.png,0
370808063.png,0
320010051.png,1
350028041.png,1
370313052.png,0
310002154.png,0
350001202.png,1
340007171.png,1
370701322.png,0
370716152.png,1
370618081.png,1
320012222.png,0
371203062.png,1
370502011.png,0
320012082.png,1
310008271.png,0
371009021.png,0
370520241.png,0
310011512.png,0
360005192.png,0
371101291.png,0
370316173.png,0
350001032.png,0
340005341.png,0
310007311.png,0
350002131.png,1
350031261.png,1
360005093.png,0
320012041.png,1
330004342.png,0
370705282.png,0
310001211.png,0
370708042.png,1
340024072.png,1
360008242.png,1
340006201.png,0
330010341.png,0
310003221.png,0
360012331.png,0
380103041.png,0
340011202.png,0
370602113.png,0
370313101.png,0
370716121.png,0
360002161.png,1
320006252.png,0
370701183.png,0
330002033.png,0
370731033.png,0
350002134.png,0
370612151.png,0
340004063.png,1
370520051.png,1
350032251.png,1
370731062.png,0
370710011.png,1
370406092.png,1
310002052.png,0
371204122.png,1
670701671.png,0
310008401.png,1
340023011.png,1
320001472.png,1
350027102.png,0
370901061.png,0
350031122.png,0
370902072.png,1
380201022.png,0
310006143.png,0
370307011.png,1
370413091.png,0
350019152.png,1
360030052.png,1
370407042.png,0
340002071.png,1
370812072.png,1
371001292.png,1
360017102.png,0
310007211.png,1
360008482.png,0
371001352.png,0
320005032.png,1
340005121.png,1
360027051.png,1
310011192.png,0
370723062.png,1
370501223.png,0
370616013.png,0
370701181.png,1
320001431.png,0
330008242.png,1
360013073.png,0
320014102.png,0
350031392.png,1
350005131.png,1
371009081.png,0
370702052.png,0
371102163.png,1
320015032.png,0
330008462.png,1
320027052.png,0
370301731.png,1
330009172.png,1
310012215.png,0
310001281.png,1
320005672.png,1
350031141.png,0
350035011.png,0
370906121.png,0
370504202.png,1
371105082.png,1
320006411.png,1
350036113.png,1
310012341.png,0
370701611.png,0
330001522.png,0
360014241.png,0
340020072.png,0
3200021132.png,1
360034032.png,1
370322011.png,0
320007112.png,0
370325131.png,0
370311102.png,0
360005042.png,0
360019121.png,0
350017062.png,0
310012252.png,0
350034172.png,0
370402262.png,1
320004053.png,0
320006233.png,1
310004163.png,0
370301272.png,1
370312102.png,0
310007051.png,0
350017012.png,0
340008322.png,1
360024113.png,1
310006132.png,1
330004272.png,1
370325084.png,0
320003602.png,1
360004182.png,1
330002621.png,1
310003393.png,1
360012071.png,1
370401301.png,0
370804201.png,1
320005392.png,1
370604043.png,0
370305042.png,0
370718023.png,0
340019012.png,1
371303121.png,0
370411023.png,1
370701112.png,0
330009102.png,0
370713012.png,0
360038021.png,0
370903032.png,0
340011242.png,0
320017174.png,0
320011281.png,0
310012211.png,0
360037082.png,0
370315112.png,0
360028102.png,0
371004042.png,0
371401332.png,0
320010202.png,1
371206232.png,0
370302201.png,0
370604092.png,1
320010162.png,0
330009032.png,1
370906022.png,0
371001071.png,0
370705302.png,0
371401241.png,0
310012371.png,0
350034161.png,0
320022032.png,0
370715072.png,0
350031322.png,1
320013222.png,0
330008382.png,1
360001041.png,0
320025012.png,1
350028132.png,0
330002511.png,0
340027363.png,0
360015021.png,0
380104041.png,1
330009072.png,1
330002331.png,0
370303021.png,1
370408122.png,0
360011172.png,1
320005041.png,0
340022032.png,1
370909041.png,0
310010072.png,1
370901171.png,1
340007052.png,1
310012362.png,0
370507102.png,0
350007222.png,1
340007121.png,0
370802152.png,1
370517042.png,1
310008171.png,0
370725012.png,0
350032172.png,1
371012023.png,0
370506032.png,0
320002053.png,1
370709143.png,1
320001822.png,0
370714143.png,0
360001031.png,1
370301132.png,1
370603192.png,0
320014083.png,0
370321051.png,1
330002802.png,0
370802191.png,1
370609141.png,1
340028091.png,0
370407111.png,1
370701474.png,0
330010192.png,0
330001532.png,0
320001523.png,0
370911053.png,1
310004141.png,0
310007183.png,1
370301691.png,1
340009062.png,1
370201061.png,0
370902051.png,0
320007052.png,1
320006311.png,0
370520212.png,0
370804142.png,0
360003083.png,0
350024035.png,0
340015042.png,1
350033121.png,1
370105152.png,0
370802132.png,0
340027132.png,0
360030022.png,0
340027034.png,0
310001261.png,1
370901421.png,0
360004071.png,1
370719102.png,1
350025072.png,1
360019272.png,0
371205201.png,0
340008052.png,1
350016011.png,0
350021152.png,1
350029071.png,1
371401222.png,0
350002141.png,1
320012051.png,1
370320043.png,1
370520174.png,0
320001082.png,0
320005172.png,1
340004183.png,1
320015112.png,1
330001581.png,0
370201123.png,0
310004312.png,0
340005331.png,1
370711072.png,1
360007142.png,1
330004321.png,1
370613112.png,0
350020111.png,0
310004281.png,0
320006212.png,1
320003842.png,0
340006331.png,1
370302171.png,1
360022061.png,1
320004251.png,1
340009251.png,0
310002341.png,1
330002681.png,1
310011142.png,0
310008062.png,1
320011312.png,1
310003062.png,1
330009111.png,1
360002272.png,0
320010372.png,1
370301102.png,1
350019151.png,0
370907041.png,1
330011231.png,0
370603223.png,0
310008072.png,0
371204282.png,1
320027061.png,1
371301231.png,0
360005221.png,1
370905151.png,0
340015052.png,1
370307131.png,1
370315071.png,0
370805091.png,1
360031062.png,0
350005102.png,0
360002231.png,0
370109082.png,0
360013071.png,1
320012072.png,1
360003263.png,0
370324071.png,0
310011292.png,1
371101101.png,1
310003512.png,1
370317222.png,1
330010342.png,1
360022032.png,1
371201223.png,0
360008531.png,0
360006292.png,1
370321111.png,0
370326171.png,0
340017091.png,0
370503021.png,0
350031102.png,0
371302082.png,1
360014171.png,0
371004092.png,1
370401151.png,0
370705021.png,0
310003462.png,0
360009542.png,0
370512041.png,0
370520011.png,0
330011031.png,0
320001821.png,1
370406031.png,0
370316141.png,0
320002932.png,0
330010091.png,0
370309122.png,0
370506252.png,0
340010232.png,0
370701781.png,0
371402382.png,1
370609041.png,1
360035112.png,1
371206011.png,1
360026112.png,0
370614161.png,1
310005222.png,0
371302092.png,0
320014311.png,1
371001044.png,0
370519212.png,1
370802112.png,0
350007012.png,0
370516141.png,1
350004041.png,1
370607141.png,1
320020051.png,0
370702033.png,0
370801131.png,0
370703151.png,0
340020092.png,0
350005032.png,1
370404043.png,1
370516101.png,1
371001432.png,1
340010043.png,0
370701301.png,0
370501291.png,1
370315101.png,1
370713223.png,1
370909102.png,0
371202151.png,0
320006681.png,1
310004291.png,0
360013151.png,0
350033241.png,0
330008012.png,0
371103142.png,0
370322091.png,1
320012172.png,0
360012312.png,1
340006393.png,0
370110042.png,1
320005211.png,1
360012461.png,0
350028122.png,1
370305041.png,1
340007132.png,0
370310261.png,0
350032223.png,1
310009051.png,1
371012041.png,1
370716092.png,1
370712112.png,0
370101291.png,1
360008462.png,1
370413142.png,1
320013231.png,0
330001271.png,1
310011191.png,1
371205072.png,1
310009131.png,1
370517181.png,1
320004171.png,1
350028211.png,0
370603221.png,1
370602102.png,0
371205131.png,1
310011402.png,1
360035161.png,1
360030033.png,0
340006122.png,0
350004121.png,1
370503123.png,1
350034091.png,1
370316043.png,1
371203102.png,1
370323112.png,0
370201181.png,0
330002451.png,0
320001201.png,0
320002282.png,0
340024071.png,1
320005473.png,0
340024122.png,1
330002552.png,1
370103141.png,0
370103161.png,1
370105203.png,0
360013162.png,0
370301162.png,1
370707021.png,1
330003112.png,0
360012041.png,0
360001141.png,1
370507061.png,0
360018051.png,0
370504041.png,1
320019072.png,1
370903083.png,0
370301302.png,0
360005362.png,0
370701221.png,0
370201101.png,1
320005292.png,0
330011081.png,0
320009271.png,0
340016093.png,0
310003403.png,0
320003702.png,1
370517211.png,0
370723112.png,0
360019163.png,1
330008392.png,0
370901051.png,1
370310212.png,1
370804192.png,0
320013062.png,0
380105031.png,0
340018061.png,0
340022091.png,0
330004391.png,0
370811092.png,1
371001462.png,0
360018011.png,0
370729043.png,0
310003351.png,0
371001021.png,0
360011381.png,1
340002052.png,0
320011261.png,0
330003092.png,0
330012041.png,0
371202024.png,0
340004121.png,0
310006071.png,0
350007112.png,0
370510062.png,1
370316122.png,0
370902061.png,1
350005151.png,1
370413111.png,1
350031082.png,1
370506182.png,0
370314163.png,1
350019091.png,0
360008623.png,0
370732082.png,0
350020041.png,1
380101051.png,1
330001523.png,0
370604121.png,1
360001061.png,1
370911022.png,0
340015112.png,0
370403251.png,0
371206152.png,0
360019051.png,0
320006402.png,1
370315031.png,0
371102172.png,1
350034222.png,1
340025042.png,1
371401091.png,1
370506171.png,0
360030112.png,1
320001411.png,1
370312132.png,0
320006552.png,1
360019322.png,1
371004112.png,0
370901101.png,1
370413131.png,1
350035392.png,0
370507103.png,1
360031151.png,0
371204121.png,0
330002453.png,1
360007043.png,0
340029063.png,0
340003192.png,1
320007422.png,0
370701751.png,1
371302291.png,1
370307143.png,0
380204022.png,0
320006672.png,0
310008031.png,0
380203041.png,0
360012191.png,0
310012251.png,0
370308101.png,1
371205152.png,0
370701201.png,0
371202182.png,0
340022112.png,1
310003501.png,0
360002282.png,0
350027101.png,0
320004202.png,1
370406011.png,0
320012042.png,0
370609191.png,0
370732051.png,0
330009031.png,0
330008281.png,1
370406032.png,1
340002021.png,0
360007151.png,1
370911091.png,0
320024031.png,0
371301271.png,0
370726102.png,1
320002911.png,0
371202193.png,0
310007041.png,0
350009102.png,0
340008351.png,0
370601051.png,0
371401061.png,0
310011401.png,0
320003661.png,0
330001711.png,1
3200021171.png,1
360012621.png,0
370408151.png,0
370701321.png,1
371302292.png,0
360031152.png,1
340009255.png,0
370707062.png,1
370310351.png,0
370704061.png,0
370315191.png,0
370721031.png,0
370618103.png,0
370808193.png,0
310004372.png,0
360035182.png,0
370705011.png,0
320004232.png,1
350013112.png,1
371205021.png,1
370401131.png,0
371402141.png,0
310011031.png,1
371203061.png,0
350009111.png,0
360005271.png,1
370801301.png,0
320028082.png,1
370403161.png,0
350031081.png,0
370714114.png,0
350028162.png,1
330010462.png,1
320008171.png,0
310003261.png,1
370912022.png,0
360016043.png,0
320004172.png,0
370615112.png,0
340027171.png,1
371004121.png,0
370702212.png,0
360012153.png,0
370720052.png,0
340024141.png,1
360002371.png,0
370301491.png,1
360008491.png,1
330011131.png,0
310004221.png,0
370715062.png,0
350004082.png,1
370520103.png,1
320006182.png,0
350018091.png,1
370511112.png,1
370510031.png,0
340019071.png,1
370601052.png,0
350007072.png,0
370710091.png,0
340008291.png,1
320005651.png,1
310010224.png,0
370516132.png,0
340017071.png,0
370802082.png,1
350032221.png,0
370322041.png,1
320025092.png,1
370701161.png,1
320002372.png,1
370325103.png,0
360004042.png,1
360030142.png,0
370605222.png,0
320013163.png,0
320002103.png,1
330004392.png,0
370708092.png,0
310005231.png,1
370801121.png,0
330012221.png,0
340004141.png,0
340019061.png,1
330010282.png,0
310008052.png,0
371106041.png,1
370610211.png,0
330001761.png,1
320026041.png,0
330002671.png,0
340019043.png,0
380103081.png,0
370312163.png,1
371105062.png,0
320017151.png,0
320005412.png,0
310004081.png,1
320018051.png,1
370604152.png,0
371203052.png,1
320028071.png,0
310007232.png,1
371008022.png,1
370720011.png,0
370401023.png,0
370901403.png,1
330001152.png,1
310002251.png,1
320001222.png,1
360035111.png,0
370905101.png,1
320007261.png,0
370805112.png,0
360034062.png,1
371402312.png,1
370704174.png,0
370724082.png,0
350023091.png,1
330001521.png,0
371102171.png,0
330002121.png,0
330010291.png,0
350015092.png,1
3200011132.png,1
320002892.png,1
320006542.png,0
340006222.png,0
370730072.png,0
370316031.png,1
340025072.png,1
360006161.png,1
370701662.png,0
370615152.png,0
371006012.png,0
370910092.png,1
371201211.png,0
370310132.png,0
360034082.png,0
370726051.png,1
370413083.png,1
370609211.png,1
360004122.png,1
340022012.png,0
370605132.png,0
371102221.png,0
340006071.png,0
310012361.png,0
370511101.png,0
360035091.png,0
371401072.png,0
370111022.png,0
371001382.png,1
320001792.png,0
371102151.png,1
370802121.png,0
330001281.png,0
360004312.png,1
371101182.png,0
360004104.png,0
340028162.png,1
310006072.png,1
350007212.png,1
371103111.png,0
370308122.png,1
3200011032.png,1
360029102.png,0
370513052.png,0
371205052.png,1
370802133.png,1
360002101.png,1
330009271.png,1
370504012.png,0
330001642.png,1
340005071.png,1
370906023.png,0
310005161.png,1
370604212.png,1
340009271.png,1
370726022.png,0
370806041.png,1
370611101.png,0
370618111.png,0
350019193.png,0
370713072.png,0
371205202.png,1
330010272.png,0
370323191.png,1
350031252.png,0
371001431.png,0
350034314.png,0
370910072.png,0
310008342.png,0
370507184.png,0
360005131.png,1
340010081.png,0
310003402.png,0
310004311.png,1
370808031.png,1
360016052.png,1
350004051.png,0
350025052.png,0
371402292.png,0
370614101.png,0
370804011.png,0
350008081.png,0
370721091.png,1
370310221.png,1
370803132.png,0
370605232.png,0
370727062.png,0
350031232.png,1
320013421.png,1
350021071.png,1
320014382.png,0
340026112.png,1
360006142.png,1
340011222.png,1
371001161.png,0
340026062.png,0
371401253.png,0
350001131.png,1
310004093.png,0
350019102.png,1
340006142.png,1
360019302.png,1
370724081.png,1
330001524.png,1
340016162.png,1
360035141.png,1
360014102.png,0
340009361.png,0
370201231.png,1
370702032.png,0
310012012.png,1
370315171.png,1
370517041.png,0
370101271.png,0
360005162.png,1
370503273.png,1
370505051.png,0
370520172.png,0
330009171.png,0
370308181.png,1
360026113.png,1
370911081.png,0
360003293.png,0
370705033.png,0
340016101.png,0
360004072.png,0
370322151.png,1
370615092.png,0
360032053.png,0
350031183.png,1
340001031.png,1
370322152.png,0
370101301.png,1
370801214.png,0
370901382.png,0
360017052.png,0
370201132.png,0
370801211.png,0
370312161.png,0
371204211.png,1
371401082.png,1
340009222.png,0
310001301.png,1
320003081.png,0
370718032.png,1
310002081.png,1
360011184.png,1
320009062.png,1
370613153.png,0
360012392.png,0
370301522.png,1
371302022.png,0
371302101.png,1
370701681.png,1
340007051.png,0
371203091.png,0
370304032.png,1
350031072.png,0
370401323.png,1
340005062.png,1
310010081.png,0
340014142.png,1
340022022.png,1
370606102.png,0
3200011062.png,0
330004241.png,0
340009081.png,0
370703021.png,0
310010282.png,1
310012351.png,1
370501183.png,0
370101221.png,1
330012092.png,1
370507182.png,0
340023151.png,0
350033361.png,0
370111021.png,1
370711131.png,0
310009012.png,1
370308061.png,0
370321052.png,0
371201111.png,0
350028161.png,0
370613222.png,0
340002102.png,0
371301112.png,1
310009161.png,0
370409072.png,1
370803241.png,1
310008131.png,0
330011011.png,1
370713182.png,0
320013411.png,0
340008051.png,0
370314142.png,1
320013291.png,0
360012712.png,0
320011131.png,1
320005451.png,0
370905092.png,1
340016111.png,1
370604032.png,1
350001241.png,0
320005382.png,1
330009061.png,0
320025042.png,0
320002423.png,0
371008051.png,0
360014192.png,0
370615023.png,0
310003132.png,0
370612261.png,0
330012212.png,0
370902041.png,0
360027062.png,0
360020032.png,0
360034022.png,1
3200021021.png,1
350015112.png,1
371101181.png,0
330011182.png,0
320002922.png,1
320015081.png,0
370612121.png,0
330004412.png,0
370607171.png,0
370306183.png,1
370703111.png,1
370713101.png,1
350016073.png,1
371301191.png,1
350014062.png,1
370724072.png,0
380104061.png,1
360011102.png,0
350001122.png,0
360008112.png,1
370307062.png,1
370301033.png,0
340022092.png,1
371204063.png,0
320004061.png,1
370310264.png,0
320008162.png,0
370909112.png,0
340018132.png,1
340028152.png,0
360017023.png,0
320003501.png,0
370103082.png,0
370701421.png,0
371202191.png,1
350004072.png,1
340003061.png,0
370602021.png,1
370711032.png,1
370720012.png,1
370511171.png,1
371402253.png,1
340017111.png,1
320001752.png,1
370708111.png,0
330008353.png,0
350028212.png,1
320003811.png,1
370716031.png,0
370310411.png,1
371203135.png,0
350023021.png,0
371402112.png,0
371001081.png,0
371201042.png,0
320012141.png,0
340008043.png,0
370906133.png,1
370502061.png,1
310012342.png,1
320014132.png,0
370412062.png,0
370602022.png,0
360012442.png,0
320001362.png,1
370609212.png,0
370615021.png,0
310005113.png,0
350008042.png,1
370901172.png,0
320017052.png,1
370306222.png,0
370504122.png,1
340016041.png,1
340025102.png,0
350006021.png,0
370407102.png,0
360013141.png,0
370517173.png,0
310009082.png,0
330008322.png,1
370302051.png,0
370408101.png,1
370313121.png,0
330009122.png,0
320005521.png,1
370604011.png,1
371301282.png,1
330012082.png,0
370513051.png,1
330012211.png,0
310001081.png,0
320003621.png,1
340025131.png,0
360013221.png,0
370506282.png,1
370710122.png,0
370401222.png,0
350034411.png,1
320008062.png,0
360012102.png,0
370507022.png,0
370402191.png,0
370901452.png,1
350002152.png,1
370701162.png,0
370706111.png,1
320005823.png,0
310002022.png,0
360012661.png,1
370402302.png,0
360017111.png,1
340005262.png,0
370513061.png,0
360014042.png,0
330001501.png,0
320005332.png,0
371301041.png,0
350012181.png,0
360007201.png,1
350025051.png,1
320010071.png,1
330002604.png,1
370701222.png,0
310004362.png,1
360029132.png,1
370705031.png,0
350028171.png,0
350037362.png,0
320025062.png,1
310002072.png,0
360007152.png,0
370723022.png,1
340025161.png,0
340005303.png,1
360012272.png,1
370722062.png,1
370309081.png,0
360033062.png,1
370314161.png,0
350002231.png,0
370315082.png,1
370606011.png,1
330008231.png,0
360031141.png,1
330002743.png,0
320010152.png,0
370412011.png,0
370306211.png,0
330004022.png,0
310001151.png,1
370616011.png,0
370701494.png,0
370408052.png,1
360004112.png,1
370701012.png,0
320003082.png,1
370905112.png,1
350005021.png,0
371006071.png,0
370320081.png,1
371005021.png,0
371402353.png,0
371401242.png,1
370509031.png,1
320022091.png,0
370326121.png,1
370301721.png,0
330001641.png,0
350037291.png,1
370618085.png,0
350027022.png,1
370608051.png,1
360012394.png,0
370703202.png,1
320011352.png,1
360007121.png,0
370323012.png,0
371001351.png,1
360005033.png,0
370410072.png,0
370803262.png,0
360031012.png,1
320004081.png,1
350013072.png,0
370502171.png,1
360012231.png,1
310005242.png,1
320011435.png,1
370603011.png,0
370321102.png,1
371402234.png,1
370512091.png,0
371003022.png,1
350036031.png,0
370320251.png,1
370506191.png,0
320004143.png,0
370307082.png,1
320011311.png,0
330012011.png,0
310011241.png,1
330011173.png,0
360010043.png,1
360029061.png,1
370604211.png,0
350005141.png,1
320026021.png,1
370711112.png,0
350034311.png,1
370501242.png,1
320003831.png,0
371014042.png,0
320002681.png,1
370913031.png,0
320010331.png,1
330002622.png,0
3200021093.png,0
370314182.png,0
330002152.png,0
350001013.png,0
340024131.png,1
370701122.png,0
360011241.png,1
360005411.png,1
370717152.png,1
371301082.png,1
360002092.png,0
3200011042.png,0
310012191.png,0
340016081.png,1
370311202.png,1
370910022.png,1
370710072.png,0
360008601.png,1
370505091.png,0
320014362.png,1
340008251.png,0
370912041.png,1
371004011.png,0
350002032.png,1
360006201.png,0
371009022.png,1
310011262.png,0
320013453.png,1
360011291.png,1
3200011011.png,1
370911072.png,0
370503071.png,0
370517123.png,0
360012741.png,1
370727021.png,1
371003021.png,0
370509101.png,0
370507081.png,1
310002192.png,0
350028141.png,0
330001502.png,1
370101122.png,0
370407041.png,0
370608182.png,1
340020052.png,0
370612202.png,0
340001071.png,0
370807112.png,1
371205122.png,0
350033382.png,1
320001902.png,0
360005263.png,0
370218043.png,0
370513012.png,1
370321101.png,0
330003202.png,0
370301271.png,0
370403201.png,0
310004214.png,1
360024062.png,1
310006111.png,0
330004202.png,1
370306052.png,1
310003192.png,0
370412122.png,1
370301042.png,0
350003112.png,1
360034083.png,0
350023012.png,1
350026083.png,0
370802174.png,0
370325042.png,1
370705303.png,1
370608031.png,0
371009082.png,1
370912011.png,1
360005041.png,1
360021082.png,1
370717062.png,0
340004152.png,1
320001751.png,0
370709141.png,0
370502131.png,0
370320072.png,0
350012192.png,1
370609142.png,0
350037062.png,1
320006312.png,1
330011191.png,0
371402091.png,0
320009081.png,0
310004022.png,1
340011131.png,0
350032341.png,0
360013076.png,0
370605121.png,1
370612173.png,1
370726043.png,1
370602101.png,1
371401092.png,0
370403162.png,1
310003061.png,0
